"@P0 IMAD32I.U32.S32.PO R0, R0, 0x0, R0",0x1380000000000000
"@P0 IMAD32I.U32.S32.PO R0.CC, R0, 0x0, R0",0x1390000000000000
"@P0 IMAD32I.U32.S32.HI.PO R0, R0, 0x0, R0",0x13a0000000000000
"@P0 IMAD32I.U32.S32.HI.PO R0.CC, R0, 0x0, R0",0x13b0000000000000
"@P0 IMAD32I.PO R0, R0, 0x0, R0",0x13c0000000000000
"@P0 IMAD32I.PO R0.CC, R0, 0x0, R0",0x13d0000000000000
"@P0 IMAD32I.HI.PO R0, R0, 0x0, R0",0x13e0000000000000
"@P0 IMAD32I.HI.PO R0.CC, R0, 0x0, R0",0x13f0000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x0",0x1400000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x0",0x1410000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x1",0x1420000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x1",0x1430000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x2",0x1440000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x2",0x1450000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x3",0x1460000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x3",0x1470000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x4",0x1480000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x4",0x1490000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x5",0x14a0000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x5",0x14b0000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x6",0x14c0000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x6",0x14d0000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x7",0x14e0000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x7",0x14f0000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x8",0x1500000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x8",0x1510000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x9",0x1520000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x9",0x1530000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0xa",0x1540000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0xa",0x1550000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0xb",0x1560000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0xb",0x1570000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0xc",0x1580000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0xc",0x1590000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0xd",0x15a0000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0xd",0x15b0000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0xe",0x15c0000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0xe",0x15d0000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0xf",0x15e0000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0xf",0x15f0000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x10",0x1600000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x10",0x1610000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x11",0x1620000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x11",0x1630000000000000
"@P0 ISCADD32I R0, R0, 0x0, 0x12",0x1640000000000000
"@P0 ISCADD32I R0.CC, R0, 0x0, 0x12",0x1650000000000000
